File Name,ObjectID,GlobalId,type,Name,Description,ObjectType,Floor,Building,Material,Volume (m³),Surface Area (m²),Top Elevation (m),Bottom Elevation (m),Centroid X (m),Centroid Y (m),Centroid Z (m),Min X (m),Max X (m),Min Y (m),Max Y (m),Area,CrossSectionArea,Depth,ExtendToStructure,GrossArea,GrossFootprintArea,GrossSideArea,GrossVolume,Height,IsExternal,Length,LoadBearing,NetArea,NetSideArea,NetVolume,OuterSurfaceArea,Perimeter,PitchAngle,Reference,Slope,Span,TypeDefinition_Basiswand,TypeDefinition_Geländer,TypeDefinition_Geschossdecke,TypeDefinition_NWA_FA_Aussenstütze,TypeDefinition_NWA_FA_Aussenstütze_Attika,TypeDefinition_NWA_FA_Aussenstütze_Attika_Ecke,TypeDefinition_NWA_FA_Aussenstütze_Ecke,TypeDefinition_NWA_FA_FE_Holz-Metall,TypeDefinition_NWA_FA_FE_Holz-Metall_Erweiterung,TypeDefinition_NWA_FA_FE_Holz-Metall_Erweiterung_Oeffenbar,TypeDefinition_NWA_FA_Paneel_Brise-solei-West,TypeDefinition_NWA_FA_Paneel_Brise-solei_tiefer,TypeDefinition_NWA_FA_Paneel_Brise-soleil,TypeDefinition_NWA_FA_Paneel_Brise-soleil-Stütze,TypeDefinition_NWA_FA_Paneel_Brüstung_EG,TypeDefinition_NWA_FA_Paneel_Brüstung_RG,TypeDefinition_NWA_FA_Panel_Einfach,TypeDefinition_NWA_FA_Panel_Fenster,TypeDefinition_NWA_FA_Panel_Schichten,TypeDefinition_NWA_FA_Panel_Schichten_EIngang,TypeDefinition_NWA_FA_Panel_Schichten_HRL,TypeDefinition_NWA_FA_WDM,TypeDefinition_NWA_Holz_Rechteckigestütze,TypeDefinition_NWA_Pfosten_Life-Line,TypeDefinition_NWA_TOR_Rollgitter LKW 1,TypeDefinition_NWA_TOR_Rollgittertor,TypeDefinition_NWA_TOR_Schnelllauftor,TypeDefinition_NWA_TOR_Sektionaltor,TypeDefinition_NWA_TOR_Sektionaltor_Typ 2,TypeDefinition_NWA_TRÄ_Massivholz,TypeDefinition_NW_TUR_DRF_BLZ_1FL,TypeDefinition_NW_TUR_DRF_BLZ_2FL,TypeDefinition_NW_TUR_DRF_GLB_1FL_Fassade,TypeDefinition_NW_TUR_SCH_GLB_2FL_Fassade,TypeDefinition_Rechteckiger Pfosten,Width
temp_input.ifc,19048,2zSH7mOWr4RAw2LCKMitM3,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2725085,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.52,118.61,16.22,14.68,146.83,-1.33,15.45,143.21,150.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.515587999911527,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21128,3OsUUDd1n0u9NlQ_GynEA$,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726825,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,2.15,57.30,17.58,16.22,3.50,-1.33,16.90,1.55,5.45,-1.55,-1.14,,,,,,,,,,False,,,,,2.148120000000466,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21140,3OsUUDd1n0u9NlQ_GynEBd,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726897,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,5.75,-1.41,16.90,5.45,6.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210392,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21150,3OsUUDd1n0u9NlQ_GynEBv,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726895,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,9.75,-1.33,16.90,6.05,13.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21164,3OsUUDd1n0u9NlQ_GynEBx,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726893,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,13.75,-1.41,16.90,13.45,14.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.2203200000521044,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21174,3OsUUDd1n0u9NlQ_GynEBz,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726891,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,17.75,-1.33,16.90,14.05,21.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21188,3OsUUDd1n0u9NlQ_GynEB$,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726889,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,21.75,-1.41,16.90,21.45,22.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.2203200000521044,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21198,3OsUUDd1n0u9NlQ_GynEBn,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726887,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,25.75,-1.33,16.90,22.05,29.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21212,3OsUUDd1n0u9NlQ_GynEBp,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726885,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,29.75,-1.41,16.90,29.45,30.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210436,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21222,3OsUUDd1n0u9NlQ_GynEBr,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726883,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,33.75,-1.33,16.90,30.05,37.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21236,3OsUUDd1n0u9NlQ_GynEBt,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726881,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,37.75,-1.41,16.90,37.45,38.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210392,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21246,3OsUUDd1n0u9NlQ_GynEB9,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726879,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,41.75,-1.33,16.90,38.05,45.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21260,3OsUUDd1n0u9NlQ_GynEBB,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726877,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,45.75,-1.41,16.90,45.45,46.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210392,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21270,3OsUUDd1n0u9NlQ_GynEBD,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726875,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,49.75,-1.33,16.90,46.05,53.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21284,3OsUUDd1n0u9NlQ_GynEBF,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726873,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,53.75,-1.41,16.90,53.45,54.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210392,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21294,3OsUUDd1n0u9NlQ_GynEB1,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726871,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,57.75,-1.33,16.90,54.05,61.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21308,3OsUUDd1n0u9NlQ_GynEB3,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726869,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,61.75,-1.41,16.90,61.45,62.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210392,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21318,3OsUUDd1n0u9NlQ_GynEB5,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726867,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,65.75,-1.33,16.90,62.05,69.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.0759200000005285,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21332,3OsUUDd1n0u9NlQ_GynEB7,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726865,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,69.75,-1.41,16.90,69.45,70.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21342,3OsUUDd1n0u9NlQ_GynEBP,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726863,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,73.75,-1.33,16.90,70.05,77.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21356,3OsUUDd1n0u9NlQ_GynEBR,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726861,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,77.75,-1.41,16.90,77.45,78.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21366,3OsUUDd1n0u9NlQ_GynEBT,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726859,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,81.75,-1.33,16.90,78.05,85.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000527,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21380,3OsUUDd1n0u9NlQ_GynEBV,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726857,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,85.75,-1.41,16.90,85.45,86.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21390,3OsUUDd1n0u9NlQ_GynEBH,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726855,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,89.75,-1.33,16.90,86.05,93.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000527,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21404,3OsUUDd1n0u9NlQ_GynEBJ,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726853,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,93.75,-1.41,16.90,93.45,94.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21414,3OsUUDd1n0u9NlQ_GynEBL,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726851,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,97.75,-1.33,16.90,94.05,101.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000528,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21428,3OsUUDd1n0u9NlQ_GynEBN,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726849,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,101.75,-1.41,16.90,101.45,102.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21438,3OsUUDd1n0u9NlQ_GynEAf,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726847,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.08,107.74,17.58,16.22,105.75,-1.33,16.90,102.05,109.45,-1.55,-1.14,,,,,,,,,,False,,,,,4.075920000000527,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21452,3OsUUDd1n0u9NlQ_GynEAh,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726845,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,109.75,-1.41,16.90,109.45,110.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21462,3OsUUDd1n0u9NlQ_GynEAj,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726843,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.52,119.26,17.58,16.22,114.15,-1.33,16.90,110.05,118.25,-1.55,-1.14,,,,,,,,,,False,,,,,4.516560000000629,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21476,3OsUUDd1n0u9NlQ_GynEAl,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726841,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,118.55,-1.41,16.90,118.25,118.85,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21486,3OsUUDd1n0u9NlQ_GynEAX,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726839,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,4.45,117.53,17.58,16.22,122.89,-1.33,16.90,118.85,126.93,-1.55,-1.14,,,,,,,,,,False,,,,,4.450463999922269,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21500,3OsUUDd1n0u9NlQ_GynEAb,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726835,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,127.23,-1.41,16.90,126.93,127.53,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21510,3OsUUDd1n0u9NlQ_GynEAZ,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726837,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,3.99,105.43,17.58,16.22,131.15,-1.33,16.90,127.53,134.77,-1.55,-1.14,,,,,,,,,,False,,,,,3.987792000000518,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21520,3OsUUDd1n0u9NlQ_GynEAd,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726833,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,135.07,-1.41,16.90,134.77,135.37,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21530,3OsUUDd1n0u9NlQ_GynEAv,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726831,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,3.99,105.43,17.58,16.22,138.99,-1.33,16.90,135.37,142.61,-1.55,-1.14,,,,,,,,,,False,,,,,3.987792000000518,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21540,3OsUUDd1n0u9NlQ_GynEAx,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:2726829,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.22,5.95,17.58,16.22,142.91,-1.41,16.90,142.61,143.21,-1.55,-1.28,,,,,,,,,,False,,,,,0.22032000005210398,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21550,3OsUUDd1n0u9NlQ_GynEAz,IfcPlate,NWA_FA_Panel_Schichten:Holz 405:2726827,N/A,NWA_FA_Panel_Schichten:Holz 405,N/A,N/A,No material assigned,3.99,105.43,17.58,16.22,146.83,-1.33,16.90,143.21,150.45,-1.55,-1.14,,,,,,,,,,False,,,,,3.987792000000518,,,,Holz 405,,,,,,,,,,,,,,,,,,,,,Holz 405: Pset_PlateCommon,,,,,,,,,,,,,,,,,
temp_input.ifc,21560,1JZmYaqn132B6GHfTRdIJE,IfcPlate,NWA_FA_Paneel_Brüstung_RG:Konsole 14:3173010,N/A,NWA_FA_Paneel_Brüstung_RG:Konsole 14,N/A,N/A,No material assigned,0.02,1.75,17.72,17.58,3.50,-1.53,17.65,1.55,5.45,-1.55,-1.48,,,,,,,,,,False,,,,,0.020591999999993185,,,,Konsole 14,,,,,,,,,,,,,,,,,,Konsole 14: Pset_PlateCommon,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,21572,1JZmYaqn132B6GHfTRdIJ8,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:3173012,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.02,0.90,17.72,17.58,5.75,-1.41,17.65,5.45,6.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.022679999999999628,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21582,1JZmYaqn132B6GHfTRdIJ9,IfcPlate,NWA_FA_Paneel_Brüstung_RG:Konsole 14:3173013,N/A,NWA_FA_Paneel_Brüstung_RG:Konsole 14,N/A,N/A,No material assigned,0.04,3.31,17.72,17.58,9.75,-1.53,17.65,6.05,13.45,-1.55,-1.48,,,,,,,,,,False,,,,,0.03907199999997917,,,,Konsole 14,,,,,,,,,,,,,,,,,,Konsole 14: Pset_PlateCommon,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,21596,1JZmYaqn132B6GHfTRdIJ4,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:3173016,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.02,0.90,17.72,17.58,13.75,-1.41,17.65,13.45,14.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.022679999999999655,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21606,1JZmYaqn132B6GHfTRdIJ5,IfcPlate,NWA_FA_Paneel_Brüstung_RG:Konsole 14:3173017,N/A,NWA_FA_Paneel_Brüstung_RG:Konsole 14,N/A,N/A,No material assigned,0.04,3.31,17.72,17.58,17.75,-1.53,17.65,14.05,21.45,-1.55,-1.48,,,,,,,,,,False,,,,,0.03907199999997917,,,,Konsole 14,,,,,,,,,,,,,,,,,,Konsole 14: Pset_PlateCommon,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,21620,1JZmYaqn132B6GHfTRdIJ0,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:3173020,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.02,0.90,17.72,17.58,21.75,-1.41,17.65,21.45,22.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.022679999999999655,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21630,1JZmYaqn132B6GHfTRdIJ1,IfcPlate,NWA_FA_Paneel_Brüstung_RG:Konsole 14:3173021,N/A,NWA_FA_Paneel_Brüstung_RG:Konsole 14,N/A,N/A,No material assigned,0.04,3.31,17.72,17.58,25.75,-1.53,17.65,22.05,29.45,-1.55,-1.48,,,,,,,,,,False,,,,,0.03907199999997917,,,,Konsole 14,,,,,,,,,,,,,,,,,,Konsole 14: Pset_PlateCommon,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,21644,1JZmYaqn132B6GHfTRdIJy,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:3173024,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.02,0.90,17.72,17.58,29.75,-1.41,17.65,29.45,30.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.022679999999999655,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21654,1JZmYaqn132B6GHfTRdIJz,IfcPlate,NWA_FA_Paneel_Brüstung_RG:Konsole 14:3173025,N/A,NWA_FA_Paneel_Brüstung_RG:Konsole 14,N/A,N/A,No material assigned,0.04,3.31,17.72,17.58,33.75,-1.53,17.65,30.05,37.45,-1.55,-1.48,,,,,,,,,,False,,,,,0.03907199999997917,,,,Konsole 14,,,,,,,,,,,,,,,,,,Konsole 14: Pset_PlateCommon,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,21668,1JZmYaqn132B6GHfTRdIJu,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:3173028,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.02,0.90,17.72,17.58,37.75,-1.41,17.65,37.45,38.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.022679999999999655,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21678,1JZmYaqn132B6GHfTRdIJv,IfcPlate,NWA_FA_Paneel_Brüstung_RG:Konsole 14:3173029,N/A,NWA_FA_Paneel_Brüstung_RG:Konsole 14,N/A,N/A,No material assigned,0.04,3.31,17.72,17.58,41.75,-1.53,17.65,38.05,45.45,-1.55,-1.48,,,,,,,,,,False,,,,,0.03907199999997917,,,,Konsole 14,,,,,,,,,,,,,,,,,,Konsole 14: Pset_PlateCommon,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,21692,1JZmYaqn132B6GHfTRdIJq,IfcPlate,NWA_FA_WDM:WDM 270_Brüstung:3173032,N/A,NWA_FA_WDM:WDM 270_Brüstung,N/A,N/A,No material assigned,0.02,0.90,17.72,17.58,45.75,-1.41,17.65,45.45,46.05,-1.55,-1.28,,,,,,,,,,False,,,,,0.022679999999999655,,,,WDM 270_Brüstung,,,,,,,,,,,,,,,,,,,,,,,,WDM 270_Brüstung: Pset_PlateCommon,,,,,,,,,,,,,,
temp_input.ifc,21702,1JZmYaqn132B6GHfTRdIJr,IfcPlate,NWA_FA_Paneel_Brüstung_RG:Konsole 14:3173033,N/A,NWA_FA_Paneel_Brüstung_RG:Konsole 14,N/A,N/A,No material assigned,0.04,3.31,17.72,17.58,49.75,-1.53,17.65,46.05,53.45,-1.55,-1.48,,,,,,,,,,False,,,,,0.03907199999997917,,,,Konsole 14,,,,,,,,,,,,,,,,,,Konsole 14: Pset_PlateCommon,,,,,,,,,,,,,,,,,,,,
