File Name,ObjectID,GlobalId,type,Name,Description,ObjectType,Floor,Building,Material,Volume (m³),Surface Area (m²),Top Elevation (m),Bottom Elevation (m),Centroid X (m),Centroid Y (m),Centroid Z (m),Min X (m),Max X (m),Min Y (m),Max Y (m),Area,CrossSectionArea,Depth,ExtendToStructure,GrossArea,GrossFootprintArea,GrossSideArea,GrossVolume,Height,IsExternal,Length,LoadBearing,NetArea,NetSideArea,NetVolume,OuterSurfaceArea,Perimeter,PitchAngle,Reference,Slope,Span,TypeDefinition_Basiswand,TypeDefinition_Geländer,TypeDefinition_Geschossdecke,TypeDefinition_NWA_FA_Aussenstütze,TypeDefinition_NWA_FA_Aussenstütze_Attika,TypeDefinition_NWA_FA_Aussenstütze_Attika_Ecke,TypeDefinition_NWA_FA_Aussenstütze_Ecke,TypeDefinition_NWA_FA_FE_Holz-Metall,TypeDefinition_NWA_FA_FE_Holz-Metall_Erweiterung,TypeDefinition_NWA_FA_FE_Holz-Metall_Erweiterung_Oeffenbar,TypeDefinition_NWA_FA_Paneel_Brise-solei-West,TypeDefinition_NWA_FA_Paneel_Brise-solei_tiefer,TypeDefinition_NWA_FA_Paneel_Brise-soleil,TypeDefinition_NWA_FA_Paneel_Brise-soleil-Stütze,TypeDefinition_NWA_FA_Paneel_Brüstung_EG,TypeDefinition_NWA_FA_Paneel_Brüstung_RG,TypeDefinition_NWA_FA_Panel_Einfach,TypeDefinition_NWA_FA_Panel_Fenster,TypeDefinition_NWA_FA_Panel_Schichten,TypeDefinition_NWA_FA_Panel_Schichten_EIngang,TypeDefinition_NWA_FA_Panel_Schichten_HRL,TypeDefinition_NWA_FA_WDM,TypeDefinition_NWA_Holz_Rechteckigestütze,TypeDefinition_NWA_Pfosten_Life-Line,TypeDefinition_NWA_TOR_Rollgitter LKW 1,TypeDefinition_NWA_TOR_Rollgittertor,TypeDefinition_NWA_TOR_Schnelllauftor,TypeDefinition_NWA_TOR_Sektionaltor,TypeDefinition_NWA_TOR_Sektionaltor_Typ 2,TypeDefinition_NWA_TRÄ_Massivholz,TypeDefinition_NW_TUR_DRF_BLZ_1FL,TypeDefinition_NW_TUR_DRF_BLZ_2FL,TypeDefinition_NW_TUR_DRF_GLB_1FL_Fassade,TypeDefinition_NW_TUR_SCH_GLB_2FL_Fassade,TypeDefinition_Rechteckiger Pfosten,Width
temp_input.ifc,90564,3V_$LHCEL2_h4mpd$K7Slt,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920:3091392,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920,000_OK_BP,BAU 15,No material assigned,1.66,20.53,4.41,3.49,77.75,2.95,3.95,77.65,77.85,-1.55,7.45,,0.18399999999999786,,,,,,1.6559999989780225,,True,8.99999999444588,True,,,1.6559999989780132,20.15999998755888,,,TRT_AU_HLZ_200x920,0.0,9.199999994445658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x920: Pset_BeamCommon,,,,,,
temp_input.ifc,90598,3V_$LHCEL2_h4mpd$K7Sls,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920:3091393,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920,000_OK_BP,BAU 15,No material assigned,1.66,20.53,4.41,3.49,85.75,2.95,3.95,85.65,85.85,-1.55,7.45,,0.18399999999999786,,,,,,1.6559999989780225,,True,8.99999999444588,True,,,1.6559999989780132,20.15999998755888,,,TRT_AU_HLZ_200x920,0.0,9.199999994445625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x920: Pset_BeamCommon,,,,,,
temp_input.ifc,90629,3V_$LHCEL2_h4mpd$K7Slr,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x1260:3091394,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x1260,000_OK_BP,BAU 15,No material assigned,2.27,26.78,4.75,3.49,53.75,2.95,4.12,53.65,53.85,-1.55,7.45,,0.2520000000000026,,,,,,2.267999998600385,,True,8.99999999444588,True,,,2.2679999986003594,26.279999983781916,,,TRT_AU_HLZ_200x1260,0.0,9.199999994445712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x1260: Pset_BeamCommon,,,,,,
temp_input.ifc,90663,3V_$LHCEL2_h4mpd$K7Slq,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x1260:3091395,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x1260,000_OK_BP,BAU 15,No material assigned,2.27,26.78,4.75,3.49,93.75,2.95,4.12,93.65,93.85,-1.55,7.45,,0.25199999999999717,,,,,,2.267999998600332,,True,8.999999994445862,True,,,2.2679999986003594,26.279999983782023,,,TRT_AU_HLZ_200x1260,0.0,9.199999994445625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x1260: Pset_BeamCommon,,,,,,
temp_input.ifc,95159,3V_$LHCEL2_h4mpd$K7Smo,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600:3091461,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600,000_OK_BP,BAU 15,No material assigned,0.94,12.72,4.41,3.81,73.75,6.12,4.11,69.85,77.65,6.02,6.22,,0.11999999999999872,,,,,,0.9360000000016403,,True,7.800000000013752,True,,,0.9360000000016514,12.480000000022105,,,TRT_AU_HLZ_200x600,0.0,7.999999999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x600: Pset_BeamCommon,,,,,,
temp_input.ifc,95193,3V_$LHCEL2_h4mpd$K7Smn,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600:3091462,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600,000_OK_BP,BAU 15,No material assigned,0.94,12.72,4.41,3.81,81.75,6.12,4.11,77.85,85.65,6.02,6.22,,0.11999999999999872,,,,,,0.9360000000016403,,True,7.800000000013752,True,,,0.9360000000016339,12.480000000022105,,,TRT_AU_HLZ_200x600,0.0,8.000000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x600: Pset_BeamCommon,,,,,,
temp_input.ifc,95224,3V_$LHCEL2_h4mpd$K7Smm,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600:3091463,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600,000_OK_BP,BAU 15,No material assigned,0.94,12.72,4.41,3.81,89.75,6.12,4.11,85.85,93.65,6.02,6.22,,0.11999999999999872,,,,,,0.9359999999978605,,True,7.799999999982253,True,,,0.9359999999978539,12.479999999971707,,,TRT_AU_HLZ_200x600,0.0,7.999999999982276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x600: Pset_BeamCommon,,,,,,
temp_input.ifc,95255,3V_$LHCEL2_h4mpd$K7Sm$,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600:3091464,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600,000_OK_BP,BAU 15,No material assigned,0.94,12.72,4.41,3.81,57.75,6.12,4.11,53.85,61.65,6.02,6.22,,0.11999999999999872,,,,,,0.9359999949792505,,True,7.799999958160504,True,,,0.9359999949792608,12.47999993305691,,,TRT_AU_HLZ_200x600,0.0,7.999999958146736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x600: Pset_BeamCommon,,,,,,
temp_input.ifc,95286,3V_$LHCEL2_h4mpd$K7Sm_,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600:3091465,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x600,000_OK_BP,BAU 15,No material assigned,0.94,12.72,4.41,3.81,65.75,6.12,4.11,61.85,69.65,6.02,6.22,,0.11999999999999872,,,,,,0.9360000000016403,,True,7.800000000013752,True,,,0.9360000000016339,12.480000000022105,,,TRT_AU_HLZ_200x600,0.0,7.999999999617384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x600: Pset_BeamCommon,,,,,,
temp_input.ifc,95416,3V_$LHCEL2_h4mpd$K7SmL,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340:3091490,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340,000_OK_BP,BAU 15,No material assigned,0.75,9.99,4.75,4.41,89.70,7.31,4.58,85.75,93.65,7.17,7.45,,0.09520000000000198,,,,,,0.7520799959207486,,True,7.899999957150556,True,,,0.7520799959207379,9.795999946866772,,,TRT_AU_HLZ_280x340,0.0,7.999999957746404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_280x340: Pset_BeamCommon,,,,,,
temp_input.ifc,95450,3V_$LHCEL2_h4mpd$K7SmK,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340:3091491,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340,000_OK_BP,BAU 15,No material assigned,0.76,10.11,4.75,4.42,81.75,7.31,4.58,77.75,85.75,7.17,7.45,,0.09520000000000198,,,,,,0.7616000039061125,,True,8.000000041030427,True,,,0.7616000039061024,9.920000050877814,,,TRT_AU_HLZ_280x340,0.0,8.000000042235893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_280x340: Pset_BeamCommon,,,,,,
temp_input.ifc,95481,3V_$LHCEL2_h4mpd$K7SmJ,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340:3091492,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340,000_OK_BP,BAU 15,No material assigned,0.76,10.11,4.76,4.42,73.75,7.31,4.59,69.75,77.75,7.17,7.45,,0.09520000000000198,,,,,,0.7616000039061125,,True,8.000000041030427,True,,,0.7616000039061024,9.920000050877814,,,TRT_AU_HLZ_280x340,0.0,8.000000042235893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_280x340: Pset_BeamCommon,,,,,,
temp_input.ifc,95512,3V_$LHCEL2_h4mpd$K7SmI,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340:3091493,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340,000_OK_BP,BAU 15,No material assigned,0.76,10.11,4.75,4.42,65.75,7.31,4.58,61.75,69.75,7.17,7.45,,0.09520000000000198,,,,,,0.761600003906113,,True,8.000000041030434,True,,,0.7616000039061023,9.920000050877823,,,TRT_AU_HLZ_280x340,0.0,8.000000042235893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_280x340: Pset_BeamCommon,,,,,,
temp_input.ifc,95543,3V_$LHCEL2_h4mpd$K7SmH,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340:3091494,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_280x340,000_OK_BP,BAU 15,No material assigned,0.75,9.99,4.75,4.42,57.80,7.31,4.58,53.85,61.75,7.17,7.45,,0.09520000000000198,,,,,,0.7520799878807193,,True,7.899999872696466,True,,,0.7520799878807095,9.7959998421437,,,TRT_AU_HLZ_280x340,0.0,7.999999873292332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_280x340: Pset_BeamCommon,,,,,,
temp_input.ifc,95654,3V_$LHCEL2_h4mpd$K7SmA,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920:3091517,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920,000_OK_BP,BAU 15,No material assigned,1.66,20.53,4.41,3.49,69.75,2.95,3.95,69.65,69.85,-1.55,7.45,,0.18399999999999786,,,,,,1.6559999989780225,,True,8.99999999444588,True,,,1.6559999989780132,20.15999998755888,,,TRT_AU_HLZ_200x920,0.0,9.199999994445658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x920: Pset_BeamCommon,,,,,,
temp_input.ifc,95685,3V_$LHCEL2_h4mpd$K7Sm9,IfcBeam,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920:3091518,N/A,NWA_TRÄ_Massivholz:TRT_AU_HLZ_200x920,000_OK_BP,BAU 15,No material assigned,1.66,20.53,4.41,3.49,61.75,2.95,3.95,61.65,61.85,-1.55,7.45,,0.18400000000000186,,,,,,1.6559999989780585,,True,8.99999999444588,True,,,1.655999998978061,20.15999998755872,,,TRT_AU_HLZ_200x920,0.0,9.199999994729575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRT_AU_HLZ_200x920: Pset_BeamCommon,,,,,,
temp_input.ifc,1264,1u8Wn6JsXFdu_$PIobB2FL,IfcBuildingElementProxy,NW_3D Kontrollpunkt_R23:Nullpunkt:779385,N/A,NW_3D Kontrollpunkt_R23:Nullpunkt,000_OK_BP,BAU 15,No material assigned,0.34,3.73,1.05,0.00,0.01,0.05,1.02,-0.62,0.62,-0.62,0.62,,,,,,,,,,,,,,,,,,,Nullpunkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,2687,1u8Wn6JsXFdu_$PIobB2FG,IfcBuildingElementProxy,NW_3D Kontrollpunkt_R23:Kontrollpunkt 3:779388,N/A,NW_3D Kontrollpunkt_R23:Kontrollpunkt 3,000_OK_BP,BAU 15,No material assigned,0.34,3.61,0.68,-0.37,-8.93,65.07,0.65,-9.61,-8.37,64.56,65.80,,,,,,,,,,,,,,,,,,,Kontrollpunkt 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,4187,1u8Wn6JsXFdu_$PIobB2FJ,IfcBuildingElementProxy,NW_3D Kontrollpunkt_R23:Kontrollpunkt 1:779391,N/A,NW_3D Kontrollpunkt_R23:Kontrollpunkt 1,000_OK_BP,BAU 15,No material assigned,0.34,3.62,0.16,-0.89,-8.87,-105.90,0.13,-9.61,-8.37,-106.39,-105.15,,,,,,,,,,,,,,,,,,,Kontrollpunkt 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,5848,1u8Wn6JsXFdu_$PIobB2Ck,IfcBuildingElementProxy,NW_3D Kontrollpunkt_R23:Kontrollpunkt 2:779394,N/A,NW_3D Kontrollpunkt_R23:Kontrollpunkt 2,000_OK_BP,BAU 15,No material assigned,0.34,3.64,1.57,0.52,193.98,-215.82,1.55,193.24,194.48,-216.32,-215.08,,,,,,,,,,,,,,,,,,,Kontrollpunkt 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,90354,3V_$LHCEL2_h4mpd$K7SkD,IfcColumn,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_170x400:3091386,N/A,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_170x400,000_OK_BP,BAU 15,No material assigned,0.24,4.12,3.49,0.00,53.75,6.10,1.75,53.67,53.84,5.90,6.30,,0.06799999999999767,,,,,,0.23765999999999188,,True,3.4949999999999997,True,,,0.23766000000000076,3.984299999999942,,,STT_AU_HLZ_170x400,,,,,,,,,,,,,,,,,,,,,,,,,STT_AU_HLZ_170x400: Pset_ColumnCommon,,,,,,,,,,,,,
temp_input.ifc,90391,3V_$LHCEL2_h4mpd$K7SkC,IfcColumn,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400:3091387,N/A,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400,000_OK_BP,BAU 15,No material assigned,0.28,4.35,3.49,0.00,61.75,6.10,1.75,61.65,61.85,5.90,6.30,,0.07999999999999827,,,,,,0.2795999999999939,,True,3.4949999999999997,True,,,0.27960000000000207,4.193999999999955,,,STT_AU_HLZ_200x400,,,,,,,,,,,,,,,,,,,,,,,,,STT_AU_HLZ_200x400: Pset_ColumnCommon,,,,,,,,,,,,,
temp_input.ifc,90427,3V_$LHCEL2_h4mpd$K7SkB,IfcColumn,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400:3091388,N/A,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400,000_OK_BP,BAU 15,No material assigned,0.28,4.35,3.49,0.00,69.75,6.10,1.75,69.65,69.85,5.90,6.30,,0.08000000000000174,,,,,,0.27960000000000607,,True,3.4949999999999997,True,,,0.27960000000000607,4.194000000000015,,,STT_AU_HLZ_200x400,,,,,,,,,,,,,,,,,,,,,,,,,STT_AU_HLZ_200x400: Pset_ColumnCommon,,,,,,,,,,,,,
temp_input.ifc,90462,3V_$LHCEL2_h4mpd$K7SkA,IfcColumn,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400:3091389,N/A,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400,000_OK_BP,BAU 15,No material assigned,0.28,4.35,3.49,0.00,77.75,6.10,1.75,77.65,77.85,5.90,6.30,,0.08000000000000174,,,,,,0.27960000000000607,,True,3.4949999999999997,True,,,0.27960000000000607,4.194000000000015,,,STT_AU_HLZ_200x400,0.0,,,,,,,,,,,,,,,,,,,,,,,,STT_AU_HLZ_200x400: Pset_ColumnCommon,,,,,,,,,,,,,
temp_input.ifc,90498,3V_$LHCEL2_h4mpd$K7Sk9,IfcColumn,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400:3091390,N/A,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_200x400,000_OK_BP,BAU 15,No material assigned,0.28,4.35,3.49,0.00,85.75,6.10,1.75,85.65,85.85,5.90,6.30,,0.08000000000000174,,,,,,0.27960000000000607,,True,3.4949999999999997,True,,,0.27960000000000607,4.194000000000015,,,STT_AU_HLZ_200x400,,,,,,,,,,,,,,,,,,,,,,,,,STT_AU_HLZ_200x400: Pset_ColumnCommon,,,,,,,,,,,,,
temp_input.ifc,90533,3V_$LHCEL2_h4mpd$K7Sk8,IfcColumn,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_170x400:3091391,N/A,NWA_Holz_Rechteckigestütze:STT_AU_HLZ_170x400,000_OK_BP,BAU 15,No material assigned,0.24,4.12,3.49,0.00,93.75,6.10,1.75,93.67,93.84,5.90,6.30,,0.06799999999999767,,,,,,0.23765999999999188,,True,3.4949999999999997,True,,,0.2376600000000088,3.984299999999942,,,STT_AU_HLZ_170x400,,,,,,,,,,,,,,,,,,,,,,,,,STT_AU_HLZ_170x400: Pset_ColumnCommon,,,,,,,,,,,,,
temp_input.ifc,142301,2yvODVrcP1SeqdtXXQVVi_,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3208970,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,0.83,-13.75,1.84,0.08,1.28,-14.05,-13.45,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142324,2yvODVrcP1SeqdtXXQVV0V,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210283,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,0.83,-5.75,1.84,0.08,1.28,-6.05,-5.45,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142345,2yvODVrcP1SeqdtXXQVV1j,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210329,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,0.83,-21.75,1.84,0.08,1.28,-22.05,-21.45,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142366,2yvODVrcP1SeqdtXXQVV24,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210416,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,5.75,-0.83,1.84,5.45,6.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142387,2yvODVrcP1SeqdtXXQVV49,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210557,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,13.75,-0.83,1.84,13.45,14.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142408,2yvODVrcP1SeqdtXXQVV5c,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210578,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,21.75,-0.83,1.84,21.45,22.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142429,2yvODVrcP1SeqdtXXQVV5l,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210587,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,29.75,-0.83,1.84,29.45,30.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142450,2yvODVrcP1SeqdtXXQVV5G,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210596,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,37.75,-0.83,1.84,37.45,38.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142471,2yvODVrcP1SeqdtXXQVV55,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210609,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,45.75,-0.83,1.84,45.45,46.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142492,2yvODVrcP1SeqdtXXQVV58,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210620,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,53.75,-0.83,1.84,53.45,54.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142513,2yvODVrcP1SeqdtXXQVV6$,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210635,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,93.75,-0.83,1.84,93.45,94.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142534,2yvODVrcP1SeqdtXXQVV6i,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210648,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,101.75,-0.83,1.84,101.45,102.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142555,2yvODVrcP1SeqdtXXQVV6L,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210657,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,109.75,-0.83,1.84,109.45,110.05,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,142576,2yvODVrcP1SeqdtXXQVV6O,IfcColumn,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze:3210668,N/A,NWA_FA_Aussenstütze:NWA_FA_Aussenstütze,000_OK_BP,BAU 15,No material assigned,0.62,21.98,3.17,0.00,118.55,-0.83,1.84,118.25,118.85,-1.28,-0.07,,0.0049999999999994675,,,,,,0.005649999999999448,,False,1.13000000000001,,,,0.6203687499999837,0.5084999999999821,,,NWA_FA_Aussenstütze,,,,,,NWA_FA_Aussenstütze: Pset_ColumnCommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
